,probs,1,3,10
134,0.9,0.9990381002426147,0.9983454942703247,0.9985107779502869
135,0.1,0.10642623901367188,0.07485875487327576,0.10314919799566269
136,0.2,0.2103138566017151,0.16744183003902435,0.21005655825138092
137,0.3,0.3768332600593567,0.31303533911705017,0.31679970026016235
138,0.4,0.5627183318138123,0.3732071816921234,0.4200800955295563
139,0.5,0.5820505619049072,0.5207772254943848,0.5147010684013367
140,0.6,0.792073130607605,0.6165702939033508,0.629241406917572
141,0.7,0.9159979224205017,0.7481570243835449,0.7593124508857727
142,0.8,0.891183614730835,0.9117933511734009,0.8903292417526245
143,0.9,0.9984196424484253,0.9985835552215576,0.9982683658599854
144,0.1,0.09050887078046799,0.09605925530195236,0.09478385746479034
145,0.2,0.20621062815189362,0.2013600468635559,0.20019768178462982
146,0.3,0.2576899528503418,0.29036399722099304,0.3115789592266083
147,0.4,0.2957184314727783,0.43715900182724,0.43147197365760803
148,0.5,0.4130436182022095,0.5039268732070923,0.5307799577713013
149,0.6,0.7017831802368164,0.606374979019165,0.6320420503616333
150,0.7,0.46735554933547974,0.7408020496368408,0.7387532591819763
151,0.8,0.7928369045257568,0.869534432888031,0.8819893598556519
152,0.9,0.9996383190155029,0.9985004663467407,0.9981651902198792
153,0.1,0.07736686617136002,0.07537674903869629,0.09955521672964096
154,0.2,0.2817629873752594,0.21281148493289948,0.20365017652511597
155,0.3,0.30360618233680725,0.3287261128425598,0.3300631642341614
156,0.4,0.5144410133361816,0.39203760027885437,0.4004322588443756
157,0.5,0.638966977596283,0.528912365436554,0.5121827721595764
158,0.6,0.67470782995224,0.6280717253684998,0.6235226392745972
159,0.7,0.8036091923713684,0.750826358795166,0.742087721824646
160,0.8,0.9920834302902222,0.8748741149902344,0.9073496460914612
161,0.9,0.998175859451294,0.9971758127212524,0.9985407590866089
162,0.1,0.10642444342374802,0.10015783458948135,0.09614530950784683
163,0.2,0.20909589529037476,0.19666296243667603,0.20202751457691193
164,0.3,0.4415613114833832,0.3772040009498596,0.3267993927001953
165,0.4,0.5048292279243469,0.3528885841369629,0.41455429792404175
166,0.5,0.6306068301200867,0.4215347468852997,0.525968074798584
167,0.6,0.7987792491912842,0.5515254139900208,0.6440781950950623
168,0.7,0.8834714889526367,0.7103967666625977,0.7453644871711731
169,0.8,0.8084790706634521,0.8757545948028564,0.9157510995864868
170,0.9,0.9990517497062683,0.9990158081054688,0.9984347224235535
171,0.1,0.09899760782718658,0.12054435163736343,0.09388256072998047
172,0.2,0.23361411690711975,0.21751557290554047,0.2036236971616745
173,0.3,0.31979086995124817,0.33170703053474426,0.3312087953090668
174,0.4,0.4403485357761383,0.4489790201187134,0.42775070667266846
175,0.5,0.5831881165504456,0.5025408267974854,0.5208922028541565
176,0.6,0.6855185031890869,0.665348470211029,0.6327149868011475
177,0.7,0.8949467539787292,0.7471441030502319,0.7344533205032349
178,0.8,0.909063994884491,0.9036060571670532,0.8893439769744873
179,0.9,0.9994789958000183,0.9978688955307007,0.9982886910438538
