,probs,1,3,10
0,0.1,0.08379095792770386,0.07395652681589127,0.08711609244346619
1,0.2,0.0738215371966362,0.1445884108543396,0.20201429724693298
2,0.3,0.20027348399162292,0.2613092064857483,0.2556510269641876
3,0.4,0.34343716502189636,0.35031062364578247,0.3939891755580902
4,0.5,0.4595412611961365,0.481441468000412,0.4794933497905731
5,0.6,0.6379908323287964,0.6214671730995178,0.6407223343849182
6,0.7,0.7147228121757507,0.7416537404060364,0.740132749080658
7,0.8,0.6266649961471558,0.8349270224571228,0.8531853556632996
8,0.9,0.9766299724578857,0.901756227016449,0.899743378162384
9,0.1,0.08096437901258469,0.04995948076248169,0.06941401958465576
10,0.2,0.13949978351593018,0.2181486189365387,0.13508369028568268
11,0.3,0.2504503130912781,0.29133087396621704,0.26105138659477234
12,0.4,0.3687230348587036,0.43129971623420715,0.37122786045074463
13,0.5,0.4966917037963867,0.5184954404830933,0.48363518714904785
14,0.6,0.6726060509681702,0.6237336993217468,0.6300535798072815
15,0.7,0.7217796444892883,0.6744299530982971,0.7327331900596619
16,0.8,0.8062251806259155,0.8758172392845154,0.8160437941551208
17,0.9,0.9516865611076355,0.9882140159606934,0.9493933320045471
18,0.1,0.06646722555160522,0.08434861898422241,0.055325571447610855
19,0.2,0.21952322125434875,0.1934753954410553,0.15562483668327332
20,0.3,0.40273675322532654,0.2727142572402954,0.27882862091064453
21,0.4,0.40165016055107117,0.3672730624675751,0.3805108666419983
22,0.5,0.5730945467948914,0.5142884850502014,0.48525792360305786
23,0.6,0.6566421985626221,0.6324588060379028,0.6319315433502197
24,0.7,0.6862422823905945,0.698851466178894,0.6779380440711975
25,0.8,0.9317792057991028,0.8286641836166382,0.8702905774116516
26,0.9,0.9720681309700012,0.9257070422172546,0.9501004815101624
27,0.1,0.04506802186369896,0.06092792749404907,0.057554833590984344
28,0.2,0.30745089054107666,0.18576376140117645,0.18572057783603668
29,0.3,0.3207884728908539,0.24341100454330444,0.27521002292633057
30,0.4,0.4290274381637573,0.3216533362865448,0.3995789587497711
31,0.5,0.5488695502281189,0.44685232639312744,0.4744515120983124
32,0.6,0.6710308790206909,0.5331259965896606,0.585545003414154
33,0.7,0.8270046710968018,0.6814111471176147,0.700063943862915
34,0.8,0.8488126993179321,0.8220527172088623,0.8257871270179749
35,0.9,0.8896880745887756,0.9246132373809814,0.879133939743042
36,0.1,0.10463207960128784,0.03198271244764328,0.1028112918138504
37,0.2,0.18343479931354523,0.15032139420509338,0.188115194439888
38,0.3,0.22705993056297302,0.2637110948562622,0.2687534987926483
39,0.4,0.4037206768989563,0.3715382218360901,0.39076438546180725
40,0.5,0.45079895853996277,0.4993182420730591,0.5347127318382263
41,0.6,0.5252647995948792,0.5942320227622986,0.6247334480285645
42,0.7,0.6397228837013245,0.7301198840141296,0.739625096321106
43,0.8,0.7098084092140198,0.8404344916343689,0.781978964805603
44,0.9,0.9941084384918213,0.9621013402938843,0.9069512486457825
45,0.1,0.03126928582787514,0.09340101480484009,0.08065807074308395
46,0.2,0.1604258120059967,0.20726773142814636,0.14706361293792725
47,0.3,0.26736530661582947,0.2526707351207733,0.24686281383037567
48,0.4,0.34279608726501465,0.3669240474700928,0.3638724684715271
49,0.5,0.48182764649391174,0.4915373921394348,0.48186591267585754
50,0.6,0.6102317571640015,0.5754259824752808,0.5882619023323059
51,0.7,0.7501459717750549,0.7180530428886414,0.677391767501831
52,0.8,0.8448987007141113,0.8713356256484985,0.791222870349884
53,0.9,0.9795314073562622,0.9380583167076111,0.9199987053871155
54,0.1,0.03244400396943092,0.003463379805907607,0.0944269523024559
55,0.2,0.10680195689201355,0.12019030004739761,0.1964176446199417
56,0.3,0.1954851597547531,0.24001342058181763,0.24232304096221924
57,0.4,0.251873254776001,0.33731693029403687,0.3878574073314667
58,0.5,0.5096878409385681,0.4338812530040741,0.5012164115905762
59,0.6,0.5299798250198364,0.617365837097168,0.6698397397994995
60,0.7,0.6127645373344421,0.7322264313697815,0.7112212777137756
61,0.8,0.8364346623420715,0.782903254032135,0.8441762328147888
62,0.9,0.972504734992981,0.9410775303840637,0.9218247532844543
63,0.1,0.06101970002055168,0.04968118667602539,0.10795124620199203
64,0.2,0.1996421217918396,0.15350812673568726,0.17324472963809967
65,0.3,0.30164846777915955,0.2630078196525574,0.2671235203742981
66,0.4,0.32156988978385925,0.3130027949810028,0.36807769536972046
67,0.5,0.42160534858703613,0.4933956563472748,0.50736403465271
68,0.6,0.4236801564693451,0.5786528587341309,0.6191239953041077
69,0.7,0.588026762008667,0.6877127885818481,0.742798924446106
70,0.8,0.8021320700645447,0.7807074189186096,0.8017212152481079
71,0.9,0.8679153323173523,0.9657345414161682,0.9162026047706604
72,0.1,0.1250976026058197,0.0585896261036396,0.05266507714986801
73,0.2,0.2785170078277588,0.21249759197235107,0.1476505845785141
74,0.3,0.33750325441360474,0.2753334045410156,0.25639984011650085
75,0.4,0.40957459807395935,0.3625563979148865,0.364166796207428
76,0.5,0.4561897814273834,0.480347603559494,0.489044189453125
77,0.6,0.6657393574714661,0.6389716863632202,0.6135820746421814
78,0.7,0.6197628378868103,0.7344750165939331,0.7258667349815369
79,0.8,0.7735096216201782,0.752235472202301,0.8430221080780029
80,0.9,0.9359737634658813,0.9893295168876648,0.9086007475852966
81,0.1,0.00576986838132143,0.10992572456598282,0.08611085265874863
82,0.2,0.13561762869358063,0.16249176859855652,0.14685779809951782
83,0.3,0.23991471529006958,0.3314548134803772,0.2765530049800873
84,0.4,0.4113973379135132,0.41588008403778076,0.3941594958305359
85,0.5,0.4545479118824005,0.5491243004798889,0.49434879422187805
86,0.6,0.5115805864334106,0.625935435295105,0.6673141121864319
87,0.7,0.6548492908477783,0.7177852392196655,0.7419121861457825
88,0.8,0.8516338467597961,0.8679666519165039,0.8242799639701843
89,0.9,0.9973642230033875,0.908721387386322,0.921866774559021
90,0.1,0.06525112688541412,0.04147489368915558,0.06857083737850189
91,0.2,0.18523630499839783,0.15228553116321564,0.13785533607006073
92,0.3,0.30278706550598145,0.28651708364486694,0.2517297565937042
93,0.4,0.28263479471206665,0.36944788694381714,0.41885995864868164
94,0.5,0.4080515503883362,0.45274218916893005,0.5028753280639648
95,0.6,0.4938727021217346,0.5462679266929626,0.6084533333778381
96,0.7,0.64989173412323,0.6244758367538452,0.7112978100776672
97,0.8,0.8461970090866089,0.8615809679031372,0.8513955473899841
98,0.9,0.9462274312973022,0.8907485008239746,0.8923361897468567
99,0.1,0.006931000389158726,0.10780680924654007,0.10382416844367981
100,0.2,0.0959428921341896,0.20856325328350067,0.17824135720729828
